Block_ID,Borough,Month_Year,count_illegal_dumping,count_rat_sighting,Month_Start,lag_1_rat,lag_1_dumping,lag_2_rat,lag_6_rat,lag_3_avg_rat,lag_12_avg_rat,dumping_rat_interaction,month,year,next_month_rat_count
40.5144_-74.2485,STATEN ISLAND,2023-08,1,0,2023-08-01,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,8,2023,0.0
40.5144_-74.2485,STATEN ISLAND,2025-05,1,0,2025-05-01,0.0,1.0,0.0,0.0,0.0,0.3,0.0,5,2025,0.0
40.514_-74.2504,STATEN ISLAND,2024-04,1,0,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2024,1.0
40.5152_-74.2471,STATEN ISLAND,2022-06,2,0,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2022,0.0
40.5155_-74.2111,STATEN ISLAND,2022-03,1,0,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022,1.0
40.5158_-74.239,STATEN ISLAND,2022-10,1,0,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2022,0.0
40.5158_-74.239,STATEN ISLAND,2023-01,1,0,2023-01-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2023,0.0
40.515_-74.2441,STATEN ISLAND,2024-03,0,1,2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2024,1.0
40.5163_-74.2431,STATEN ISLAND,2024-11,1,0,2024-11-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,11,2024,0.0
40.5165_-74.2427,STATEN ISLAND,2025-05,2,0,2025-05-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,5,2025,0.0
40.5167_-74.2406,STATEN ISLAND,2022-05,1,0,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,5,2022,1.0
40.5167_-74.2406,STATEN ISLAND,2022-08,0,1,2022-08-01,0.0,1.0,0.0,0.0,0.0,0.25,0.0,8,2022,1.0
40.5167_-74.2406,STATEN ISLAND,2023-02,0,1,2023-02-01,1.0,0.0,0.0,0.0,0.5,0.25,0.0,2,2023,2.0
40.5167_-74.2406,STATEN ISLAND,2023-05,0,2,2023-05-01,1.0,0.0,1.0,0.0,0.6666666666666666,0.4,0.0,5,2023,7.0
40.5167_-74.2406,STATEN ISLAND,2023-06,1,7,2023-06-01,2.0,0.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.0,6,2023,3.0
40.5167_-74.2406,STATEN ISLAND,2023-07,0,3,2023-07-01,7.0,1.0,2.0,0.0,3.3333333333333335,1.5714285714285714,7.0,7,2023,1.0
40.5167_-74.2406,STATEN ISLAND,2023-08,0,1,2023-08-01,3.0,0.0,7.0,0.0,4.0,1.75,0.0,8,2023,2.0
40.5167_-74.2406,STATEN ISLAND,2023-09,0,2,2023-09-01,1.0,0.0,3.0,1.0,3.6666666666666665,1.6666666666666667,0.0,9,2023,1.0
40.5169_-74.2408,STATEN ISLAND,2024-11,1,0,2024-11-01,0.0,0.0,0.0,0.0,0.0,2.125,0.0,11,2024,0.0
40.5171_-74.2398,STATEN ISLAND,2023-04,0,1,2023-04-01,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4,2023,0.0
40.5171_-74.2398,STATEN ISLAND,2024-07,1,0,2024-07-01,1.0,0.0,0.0,0.0,1.0,2.3333333333333335,0.0,7,2024,0.0
40.5176_-74.2384,STATEN ISLAND,2023-03,1,0,2023-03-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,2023,0.0
40.5177_-74.2405,STATEN ISLAND,2022-08,1,0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.5182_-74.2395,STATEN ISLAND,2023-09,1,0,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2023,0.0
40.5182_-74.2395,STATEN ISLAND,2024-11,1,0,2024-11-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,2024,0.0
40.5183_-74.2395,STATEN ISLAND,2022-05,3,0,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022,0.0
40.5183_-74.2395,STATEN ISLAND,2022-07,2,0,2022-07-01,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7,2022,0.0
40.5183_-74.2404,STATEN ISLAND,2022-01,1,0,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2022,0.0
40.5184_-74.2051,STATEN ISLAND,2024-10,1,0,2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2024,0.0
40.5185_-74.2403,STATEN ISLAND,2022-02,1,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022,0.0
40.5187_-74.2401,STATEN ISLAND,2022-08,2,0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.5187_-74.2401,STATEN ISLAND,2023-06,2,0,2023-06-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6,2023,0.0
40.5187_-74.2402,STATEN ISLAND,2022-08,1,0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.5187_-74.2402,STATEN ISLAND,2023-02,1,0,2023-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2023,0.0
40.5187_-74.2402,STATEN ISLAND,2023-08,1,0,2023-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2023,0.0
40.5191_-74.1971,STATEN ISLAND,2023-04,1,0,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023,0.0
40.5191_-74.1971,STATEN ISLAND,2023-05,1,0,2023-05-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2023,0.0
40.5191_-74.2298,STATEN ISLAND,2023-03,1,0,2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2023,0.0
40.5191_-74.2298,STATEN ISLAND,2025-02,2,0,2025-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2025,0.0
40.5198_-74.2067,STATEN ISLAND,2022-06,0,1,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2022,1.0
40.519_-74.2262,STATEN ISLAND,2023-07,0,1,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,7,2023,1.0
40.519_-74.2262,STATEN ISLAND,2024-05,0,1,2024-05-01,1.0,0.0,0.0,0.0,1.0,0.5,0.0,5,2024,1.0
40.5211_-74.2367,STATEN ISLAND,2024-08,1,0,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2024,0.0
40.5211_-74.2368,STATEN ISLAND,2023-08,1,0,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2023,0.0
40.5212_-74.2143,STATEN ISLAND,2022-09,0,1,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2022,0.0
40.5212_-74.2143,STATEN ISLAND,2024-04,2,0,2024-04-01,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,4,2024,0.0
40.5212_-74.2143,STATEN ISLAND,2024-06,1,0,2024-06-01,0.0,2.0,1.0,0.0,0.5,0.25,0.0,6,2024,1.0
40.5212_-74.2387,STATEN ISLAND,2022-07,1,0,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7,2022,0.0
40.5213_-74.2395,STATEN ISLAND,2022-05,1,0,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5,2022,0.0
40.5218_-74.2222,STATEN ISLAND,2022-09,0,1,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2022,1.0
40.5221_-74.1833,STATEN ISLAND,2022-10,1,0,2022-10-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,2022,0.0
40.5223_-74.235,STATEN ISLAND,2022-04,1,0,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,2022,1.0
40.5223_-74.235,STATEN ISLAND,2023-07,0,1,2023-07-01,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,7,2023,0.0
40.5223_-74.235,STATEN ISLAND,2025-10,1,0,2025-10-01,1.0,0.0,0.0,0.0,0.5,0.5,0.0,10,2025,0.0
40.5225_-74.1995,STATEN ISLAND,2025-12,1,0,2025-12-01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,12,2025,1.0
40.5225_-74.2349,STATEN ISLAND,2022-02,1,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2,2022,1.0
40.5225_-74.2349,STATEN ISLAND,2022-10,0,1,2022-10-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,10,2022,2.0
40.5225_-74.2349,STATEN ISLAND,2023-07,0,2,2023-07-01,1.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,7,2023,1.0
40.5225_-74.2349,STATEN ISLAND,2024-08,0,1,2024-08-01,2.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0,8,2024,0.0
40.5225_-74.2349,STATEN ISLAND,2024-11,1,0,2024-11-01,1.0,0.0,2.0,0.0,1.3333333333333333,0.625,0.0,11,2024,0.0
40.5232_-74.2349,STATEN ISLAND,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2022,0.0
40.5232_-74.2349,STATEN ISLAND,2022-07,1,0,2022-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2022,0.0
40.5239_-74.2159,STATEN ISLAND,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2022,1.0
40.5239_-74.2168,STATEN ISLAND,2024-09,0,1,2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2024,1.0
40.523_-74.2163,STATEN ISLAND,2022-08,0,1,2022-08-01,0.0,0.0,0.0,0.0,1.0,0.5,0.0,8,2022,1.0
40.523_-74.2349,STATEN ISLAND,2024-04,1,0,2024-04-01,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,4,2024,0.0
40.523_-74.2349,STATEN ISLAND,2024-11,1,0,2024-11-01,0.0,1.0,0.0,0.0,0.5,0.5,0.0,11,2024,0.0
40.5242_-74.1707,STATEN ISLAND,2025-01,1,1,2025-01-01,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1,2025,1.0
40.5242_-74.1707,STATEN ISLAND,2025-02,0,1,2025-02-01,1.0,1.0,0.0,0.0,1.0,0.5,1.0,2,2025,1.0
40.5242_-74.1721,STATEN ISLAND,2023-01,1,0,2023-01-01,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1,2023,0.0
40.5243_-74.2225,STATEN ISLAND,2022-02,1,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2,2022,0.0
40.5243_-74.2392,STATEN ISLAND,2024-12,0,1,2024-12-01,0.0,0.0,0.0,0.0,0.0,0.4,0.0,12,2024,3.0
40.5246_-74.2222,STATEN ISLAND,2022-02,3,0,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2,2022,0.0
40.5246_-74.2222,STATEN ISLAND,2022-09,1,0,2022-09-01,0.0,3.0,0.0,0.0,0.0,0.25,0.0,9,2022,0.0
40.5246_-74.2222,STATEN ISLAND,2025-01,3,0,2025-01-01,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1,2025,0.0
40.5246_-74.2222,STATEN ISLAND,2025-03,1,0,2025-03-01,0.0,3.0,0.0,0.0,0.0,0.2,0.0,3,2025,0.0
40.5246_-74.2222,STATEN ISLAND,2025-10,1,0,2025-10-01,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,10,2025,0.0
40.5246_-74.2314,STATEN ISLAND,2022-08,1,0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.5247_-74.2331,STATEN ISLAND,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2022,0.0
40.5247_-74.2331,STATEN ISLAND,2022-07,2,0,2022-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2022,0.0
40.5247_-74.2331,STATEN ISLAND,2022-08,2,0,2022-08-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
40.5247_-74.2331,STATEN ISLAND,2023-08,1,0,2023-08-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8,2023,0.0
40.5247_-74.2331,STATEN ISLAND,2023-09,2,0,2023-09-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2023,0.0
40.5247_-74.2331,STATEN ISLAND,2024-06,1,0,2024-06-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6,2024,0.0
40.5247_-74.2331,STATEN ISLAND,2024-07,2,0,2024-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2024,0.0
40.5247_-74.2331,STATEN ISLAND,2024-08,1,0,2024-08-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8,2024,0.0
40.524_-74.2147,STATEN ISLAND,2022-01,1,0,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2022,0.0
40.524_-74.2147,STATEN ISLAND,2022-02,1,0,2022-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2022,0.0
40.524_-74.2147,STATEN ISLAND,2022-04,1,0,2022-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2022,0.0
40.524_-74.2147,STATEN ISLAND,2023-01,1,0,2023-01-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2023,0.0
40.524_-74.2147,STATEN ISLAND,2023-05,1,0,2023-05-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2023,0.0
40.524_-74.2147,STATEN ISLAND,2023-07,2,0,2023-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2023,0.0
40.524_-74.2147,STATEN ISLAND,2023-08,1,0,2023-08-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8,2023,0.0
40.524_-74.2147,STATEN ISLAND,2024-02,1,0,2024-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2024,0.0
40.524_-74.2147,STATEN ISLAND,2024-03,1,0,2024-03-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2024,1.0
40.5251_-74.2017,STATEN ISLAND,2022-05,1,0,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022,0.0
40.5256_-74.1664,STATEN ISLAND,2022-03,1,0,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022,0.0
40.5258_-74.1665,STATEN ISLAND,2024-02,1,0,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2024,0.0
40.5258_-74.2073,STATEN ISLAND,2024-11,0,2,2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2024,1.0
40.5258_-74.2073,STATEN ISLAND,2025-02,0,1,2025-02-01,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,2,2025,1.0
40.5261_-74.1803,STATEN ISLAND,2024-01,1,0,2024-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2024,0.0
40.5261_-74.1855,STATEN ISLAND,2024-04,1,0,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.75,0.0,4,2024,0.0
40.5261_-74.1855,STATEN ISLAND,2024-09,1,0,2024-09-01,0.0,1.0,0.0,0.0,0.0,0.75,0.0,9,2024,0.0
40.5262_-74.1679,STATEN ISLAND,2024-05,0,1,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5,2024,1.0
40.5262_-74.2016,STATEN ISLAND,2022-11,0,1,2022-11-01,0.0,0.0,0.0,0.0,1.0,0.25,0.0,11,2022,1.0
40.5262_-74.2016,STATEN ISLAND,2022-12,0,1,2022-12-01,1.0,0.0,0.0,0.0,1.0,0.4,0.0,12,2022,1.0
40.5262_-74.2018,STATEN ISLAND,2022-11,0,1,2022-11-01,0.0,0.0,0.0,0.0,1.0,0.5,0.0,11,2022,1.0
40.5262_-74.2018,STATEN ISLAND,2023-02,0,1,2023-02-01,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,2,2023,1.0
40.5267_-74.1752,STATEN ISLAND,2022-03,1,0,2022-03-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2022,0.0
40.5267_-74.1752,STATEN ISLAND,2024-03,1,0,2024-03-01,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,3,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2022-12,1,0,2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2022,0.0
40.5267_-74.2012,STATEN ISLAND,2023-10,2,0,2023-10-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,2023,0.0
40.5267_-74.2012,STATEN ISLAND,2023-11,1,0,2023-11-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11,2023,0.0
40.5267_-74.2012,STATEN ISLAND,2024-02,1,0,2024-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2024-04,1,0,2024-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2024-05,1,0,2024-05-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2024-06,5,0,2024-06-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2024-07,2,0,2024-07-01,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2024-09,1,0,2024-09-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2024-12,1,0,2024-12-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,2024,0.0
40.5267_-74.2012,STATEN ISLAND,2025-08,1,0,2025-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2025,0.0
40.5268_-74.1757,STATEN ISLAND,2022-07,2,0,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2022,0.0
40.5268_-74.1757,STATEN ISLAND,2023-05,1,0,2023-05-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5,2023,0.0
40.526_-74.1687,STATEN ISLAND,2024-01,2,0,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2024,0.0
40.526_-74.2013,STATEN ISLAND,2022-10,0,1,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2022,1.0
40.526_-74.2023,STATEN ISLAND,2023-05,1,1,2023-05-01,0.0,0.0,0.0,0.0,1.0,0.25,0.0,5,2023,1.0
40.5271_-74.1808,STATEN ISLAND,2024-02,3,0,2024-02-01,0.0,0.0,0.0,0.0,1.0,0.5,0.0,2,2024,0.0
40.5276_-74.2291,STATEN ISLAND,2023-11,1,0,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2023,0.0
40.5276_-74.2294,STATEN ISLAND,2022-06,1,0,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2022,0.0
40.5276_-74.2294,STATEN ISLAND,2022-07,2,0,2022-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2022,0.0
40.5276_-74.2294,STATEN ISLAND,2022-08,1,0,2022-08-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8,2022,0.0
